id,character,cloth,class,rank,affiliation,scheme,artist,constellation,evilStar
555,,85,22,6,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fcrater-saint.png?alt=media&token=8f852bff-3cef-444e-bc19-83bfef216e08,,,
556,,104,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fdelphinus-saint.png?alt=media&token=8ba5bd14-96af-46b4-aa8c-f0545a7e0668,11,,
557,,135,22,,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Feridanus-saint.jpg?alt=media&token=5dfba97a-fbe7-45e6-93c1-97f24309a5aa,5,,
559,,139,22,6,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Ffornax-cloth.png?alt=media&token=3ec7cbfc-e45b-45c6-868d-ff0f68c92a0c,,,
561,,179,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Findus-saint.jpg?alt=media&token=656d2461-e2e7-48e1-9a09-da7e74357ac7,5,,
562,,181,22,,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fjellyfish-saint.png?alt=media&token=8675c609-3dcb-4c73-89d3-ae26cf94d636,11,,
564,,221,22,6,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fmensa-cloth.png?alt=media&token=a42c2a32-6c56-468d-9575-064d47d9b526,,,
569,,244,22,6,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fnu-cloth.png?alt=media&token=fdf1da61-e47c-41b8-8ac5-747d2b8bcba6,,,
570,,251,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fsilver-oriolus-cloth.jpg?alt=media&token=ebfe79d3-dc88-4bb8-9845-5797a73f6061,,,
571,,286,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fpiscis-austrinus-cloth.jpg?alt=media&token=cabcea30-cfa3-44c6-b2a1-76fbc1e26062,,,
572,,290,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fpuppis-cloth.jpg?alt=media&token=bc31c8ec-a268-486c-a018-99b3b3d8072c,,,
573,,292,22,6,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fpyxis-cloth.png?alt=media&token=9797a9c5-7def-4a63-a440-9d60c5720335,,,
574,,311,22,,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fsea-serpent-saint.png?alt=media&token=f5e42cad-0f2a-462e-879d-f2a4d5013c5c,11,,
575,,313,22,5,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fserpens-cloth.jpg?alt=media&token=06f2328c-9bd4-42f4-b017-f7e1cd55d756,,,
576,,347,22,,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Ftucana-saint.jpg?alt=media&token=ea0f67c7-30f2-4950-8e02-155ef981931c,3,,
578,,388,22,4,14,,,,
579,307,30,22,9,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fathena-saori.jpg?alt=media&token=21abdb2d-82c1-4c18-8f53-369fe24164b7,1,,
580,311,148,22,7,14,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/athena-saints%2Fgemini-integra.jpg?alt=media&token=3fe88a89-8770-4a0b-a6e1-252898e576c8,5,,
581,267,24,22,6,14,,,,
51,45,299,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fruin-ate.jpg?alt=media&token=a16f6799-b783-4321-94ed-1c8ab9c08c1d,,,
104,97,289,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fpunishment-deathmask.png?alt=media&token=aaeaccd5-2633-4788-8f4e-a67c47bc5680,,,
121,113,7,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fanarchy-dysnomia.jpg?alt=media&token=40365b2c-1fda-46ca-abe6-742b28240b29,,,
129,118,136,8,9,15,,,,
134,123,210,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fmalice-emony.jpg?alt=media&token=9f71bd72-b9f4-46c1-ba50-4cee606b8ba1,,,
209,189,123,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fduel-hysmie.jpg?alt=media&token=e31fa3b5-f836-487b-a119-7d74c00ff384,,,
291,262,209,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fmadness-mania.png?alt=media&token=bee3ed48-f113-4767-b018-34d9b55c0474,,,
294,265,245,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Foblivion-maria.png?alt=media&token=f757de89-ce31-440e-8c0b-091e22ba68a3,,,
366,338,234,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fmurder-phonos.png?alt=media&token=74a96c01-f8ea-47a5-ae74-78d1714b86cf,,,
369,341,297,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Frevenge-poena.jpg?alt=media&token=c09d61be-b7d7-44c4-848e-bd160462b1ce,,,
387,359,255,8,49,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Fpain-rigel.png?alt=media&token=171bdb3b-6d07-4e7d-a716-f98055452fd6,,,
529,467,171,8,,15,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/eris-dryads%2Ffamine-yufa.jpg?alt=media&token=5efb9518-f344-4c3f-ab50-354e36690c39,,,
9,9,146,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgaruda-aiacos.jpg?alt=media&token=bbdc55aa-0075-4dd2-935d-7adf03b25950,1,,
26,22,159,26,9,16,,,,
50,44,,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fatavaka.jpg?alt=media&token=05fbd962-2af6-4da8-be67-c0628ad40819,3,,
72,68,239,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fnecromancer-byaku.png?alt=media&token=3bb93045-c479-4c7f-b3dc-095833be02e2,3,,
84,79,1,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Facheron-charon.jpg?alt=media&token=ab7c400c-926c-4216-abab-3777a3a7c3bd,1,,
85,80,53,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fcat-sith-cheshire.jpg?alt=media&token=634f8499-3bb7-49e9-9f2f-eb8b8c94e740,3,,
87,82,68,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fcetus-chris.jpg?alt=media&token=04f7cb61-9da9-4dfe-8b04-29e420a4d8b8,6,,
95,90,124,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fdullahan-cube.jpg?alt=media&token=999597f5-eaaa-4e83-ac9b-d4324e023b94,3,,
96,91,,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fcurly.jpg?alt=media&token=e09846b0-ae04-489e-832a-2f2912175d9f,,,
118,110,,9,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-faceless%2Fdragon.png?alt=media&token=00ae3b8c-869c-45a7-bcac-7a7a9d2339d9,2,,
122,114,354,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fvampire-erhart.jpg?alt=media&token=2a342910-4fd4-424e-b27c-665495347d09,6,,
128,117,332,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fsylph-edward.jpg?alt=media&token=71c6dad7-c831-410f-bfac-d0c63368d836,3,,
155,143,211,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fmandrake-fyodor.jpg?alt=media&token=d9bc80ca-440e-4776-8c3e-f75808499534,3,,
168,156,,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgerald.jpg?alt=media&token=177e8cfc-3def-417b-a2fc-a13e57f4d35f,5,,
170,158,89,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fcyclops-gigant.jpg?alt=media&token=a1e3b0ab-8559-42be-bcb6-ddb4b8aaad05,1,,
173,161,226,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fminotauros-gordon.jpg?alt=media&token=c4dd0d05-a6d1-4e26-8b0c-fbf0f569546e,1,,
176,164,150,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgenbu-gregor.jpg?alt=media&token=8035b8b6-f3ae-4832-b647-97bc2495a99c,3,,
180,168,159,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fhades.jpg?alt=media&token=dd7176b9-60a0-48f0-8fd4-32e1abb96ea8,1,,
208,188,174,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fhypnos.jpg?alt=media&token=a4ca1668-26e7-49cd-a342-56246b0de012,1,,
211,191,176,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fillusion-icelus.jpg?alt=media&token=2788042f-082d-4f09-980a-512751d34d7e,3,,
225,198,,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fisolde.jpg?alt=media&token=20eb678d-d813-49a4-a9e0-f787d1a9d868,6,,
227,200,346,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Ftroll-ivan.jpg?alt=media&token=f276d229-2bf1-4708-8439-cb2844219679,1,,
243,217,46,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbennu-kagaho-v1.jpg?alt=media&token=7cac5ba1-f5f8-47e3-8b18-e8a07acee901,3,,
244,218,,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fkageboshi.jpg?alt=media&token=87a164c5-25c8-4649-9cb8-9d06f58e4b6f,6,,
254,228,182,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fker.jpg?alt=media&token=82a50958-6bc1-4d89-8360-c0e1e6a3f1d5,1,,
271,241,365,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fworm-laimi.jpg?alt=media&token=1c588738-0f57-4f46-9950-e7cf1b6c5fd3,1,,
276,245,,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Flarry.jpg?alt=media&token=10f998b0-e475-449d-8d50-11323bd16765,,,
281,251,350,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fupyr-leybold.jpg?alt=media&token=f6dc3064-1dc5-4182-b097-f18827ebda23,6,,
287,258,121,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fdryad-luco.jpg?alt=media&token=710a32d6-24cb-4a77-9ef3-f40568279f53,3,,
290,261,36,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbalron-lune.jpg?alt=media&token=e0891378-bba3-4bae-9051-cdaa71929274,1,,
297,268,317,26,1,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fskeleton-markino.jpg?alt=media&token=78f09169-82ca-424d-b4ed-5ffaf01c38c8,1,,
308,278,131,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Felf-mills.jpg?alt=media&token=c002f09f-fb40-4aa6-84b5-cd6f054e7ff9,7,,
313,282,156,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgriffon-minos.jpg?alt=media&token=78ae77a3-c436-4e83-bff8-67be6c8440ca,1,,
320,290,141,26,14,16,,,,
323,293,,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fmoe.jpg?alt=media&token=24095737-ce2b-45dd-a297-cf04bb5a5606,6,,
324,294,232,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fmodeler-morpheus.jpg?alt=media&token=9f3c6031-f9b8-4aa6-bae8-e0cc019586b6,3,,
331,300,257,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fpapillon-myu.jpg?alt=media&token=19f545f4-5e78-476b-8ec4-f74d7103a4ae,1,,
335,304,102,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fpapillon-myu.jpg?alt=media&token=19f545f4-5e78-476b-8ec4-f74d7103a4ae,1,,
338,310,153,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgorgon-ochs.jpg?alt=media&token=9a4c8e12-660a-45f8-9346-f5894f5451c1,6,,
343,315,248,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fdream-oneiros.jpg?alt=media&token=be1d286d-294b-4c74-a1d6-2b051d5747e3,3,,
352,325,,26,31,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fpandora-heinstein.jpg?alt=media&token=59817939-8524-4306-b499-bb294eff8d5b,3,,
358,330,272,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fpersefone.png?alt=media&token=b8167515-4843-4c87-a634-abf95ce21dae,13,,
360,332,275,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fportrayer-phantasos.jpg?alt=media&token=e3751e16-80cd-43d7-aaf0-3c2a2a1b9f07,3,,
361,333,324,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fsphinx-pharaoh.jpg?alt=media&token=37368b44-fcb5-40f0-9330-f60e7b4263ce,1,,
362,334,206,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Flycaon-phlegyas.jpg?alt=media&token=4b4d920a-0386-419f-b3ce-16fce50dc8c3,1,,
363,335,277,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fphobetor.png?alt=media&token=524d4467-cffd-4484-8a36-42245a5f7941,5,,
374,346,,9,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-faceless%2Fpyromaniac.jpg?alt=media&token=2643b6eb-3ce6-4fb7-9cc2-e545ea02d21e,2,,
375,347,5,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Falraune-queen.jpg?alt=media&token=6b62e7b4-71ff-4d5b-a6a5-8187b203785a,1,,
382,355,366,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fwyvern-rhadamanthys-1.jpg?alt=media&token=7e106897-2e9a-4eac-8b63-218dd94dee7e,1,,
389,361,152,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgolem-rock.jpg?alt=media&token=7d0fcac7-2908-4021-abf9-ded2f69503d4,1,,
449,396,38,26,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbaphomet-shura.png?alt=media&token=e40da7f3-8c2e-4ad0-a61c-5d1f593c145f,,,
461,405,,9,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-faceless%2Fsoul-reaper.jpg?alt=media&token=3f9e516f-cc8d-4abd-8c06-0a6109e21d28,2,,
469,411,97,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fdeadly-beetle-stand.jpg?alt=media&token=78fc1f0b-4819-4786-97cc-5432ffb655e2,1,,
470,412,,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fsteven.jpg?alt=media&token=5c5c1ddb-6c23-43d8-96b8-940ef6d362c0,,,
475,414,146,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgaruda-aiacos.jpg?alt=media&token=bbdc55aa-0075-4dd2-935d-7adf03b25950,1,,
479,418,40,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbasilisk-sylphid.jpg?alt=media&token=e62a3145-3fb3-4a3f-8abc-cd0247091a80,1,,
488,427,339,26,9,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fthanatos.jpg?alt=media&token=ca5d89c0-4a57-413b-a49a-806d073aca7d,1,,
501,438,163,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fhanuman-tokusa.jpg?alt=media&token=43a25789-4d87-498e-a4b1-9ab0ecee63f8,3,,
513,449,164,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fharpy-valentine.jpg?alt=media&token=2a43ff09-90d6-4d81-90d2-88fbef960ede,1,,
515,451,156,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgriffon-minos.jpg?alt=media&token=78ae77a3-c436-4e83-bff8-67be6c8440ca,1,,
516,452,238,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fnasu-veronica.jpg?alt=media&token=806b22fa-f549-4faf-9f3b-2885a1f9ac37,3,,
517,453,44,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbehemoth-violate.jpg?alt=media&token=1a2e407a-b7a3-48ba-b238-aa7f316a589f,3,,
519,456,,9,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-faceless%2Fwadatsumi.jpg?alt=media&token=e0832651-0fbe-419d-81c6-052fad9b676e,2,,
521,458,41,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fbat-wimber.jpg?alt=media&token=fac0e41e-cc17-42bb-9486-f2d06969e9a4,3,,
525,463,222,26,13,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fmephistopheles-yoma.jpg?alt=media&token=2b62bca8-ed0d-413f-b19c-e39905930746,3,,
536,472,141,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Ffrog-zelos.jpg?alt=media&token=6714056b-5916-40e4-981e-6ec723e6418a,1,,
541,479,98,26,14,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fdeadly-harlequin-kafka.jpg?alt=media&token=caf20fda-fa74-4c7f-bf5c-0a71815e2358,6,,
558,,137,26,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fexecutioner-surplice.png?alt=media&token=926be8b2-b637-4967-aaf2-feba1f555045,5,,
560,,144,26,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fgargoyle-surplice.jpg?alt=media&token=25d69bde-83ee-4cd7-9344-f12b8e5e21d1,1,,
563,,188,26,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fleech-surplice.png?alt=media&token=3485f89d-2297-4953-9fa2-fc29a31b9cd5,5,,
565,,230,26,,16,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fmorax-surplice.png?alt=media&token=b4f4b454-78f7-437e-8581-e9a55cac6650,5,,
144,132,48,26,2,23,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hades-specters%2Fblack-terror-felser.jpg?alt=media&token=91bc6640-017d-41ae-baa1-409a787fcef9,12,,
58,52,310,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fsea-horse-baian.jpg?alt=media&token=c599e6fc-23b9-467f-bce6-2cb840499288,1,,
221,195,308,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fscylla-io.jpg?alt=media&token=c390c0c1-b94e-4666-9504-f7911113c2f3,1,,
224,197,184,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fkraken-isaak.jpg?alt=media&token=e51be84c-3300-4181-93ca-d2a54fa84ecf,1,,
240,214,288,16,9,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fposeidon-julian.jpg?alt=media&token=0543658e-cf52-4961-ab3e-8d8349703444,1,,
248,221,309,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fsea-dragon-kanon.jpg?alt=media&token=866bee36-0ea8-43aa-8590-dfad9a553451,1,,
250,224,208,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Flyumnades-kasa.jpg?alt=media&token=91e5cfd0-14aa-43ec-b13d-e2559a4d4349,1,,
266,236,72,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fchrysaor-krishna.jpg?alt=media&token=d60985c0-1239-4b46-98c6-bd87868fba92,1,,
296,,215,16,1,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fmariner-soldiers.jpg?alt=media&token=a149668a-6459-49dc-9c4e-e672f703a8c9,,,
421,380,288,16,9,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fposeidon-seraphina.jpg?alt=media&token=b1bac33d-d717-4934-9df4-dba43b79360d,3,,
460,404,316,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fsiren-sorrento.jpg?alt=media&token=32a7cb8f-dce3-440f-b87a-d56765bdb287,1,,
493,432,224,16,,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fmermaid-thetis.jpg?alt=media&token=da1aeb3c-7fb7-4569-bb58-22bb76d46db7,1,,
510,446,309,16,18,25,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/poseidon-mariners%2Fsea-dragon-unity.png?alt=media&token=7ecb7dbf-8cf4-4a73-ba10-b07e0dc60972,,,
4,4,330,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fgraviton-aegaeon.jpg?alt=media&token=5f5c3f49-e0b3-47e7-abd3-0f9007bae575,,,
5,5,147,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fgauntlet-phantom-arm%20aegir-1.jpg?alt=media&token=b56f32c2-b3fa-4eb2-9bf7-5341152a4a5b,,,
98,93,99,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fdeadly-scythe-soul-killer-cyllene.jpg?alt=media&token=fa0ebfb2-7c8c-4b7f-88b3-aec246dc1443,,,
111,104,364,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fwhip-snake-plasma-dione.jpg?alt=media&token=5b5f91dc-2510-40e9-8660-aac8089355ca,,,
124,116,76,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fclub-impulse-mace-eden.jpg?alt=media&token=0869f6c8-357a-47ef-9728-3d30dc065dc8,,,
139,128,69,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fchakram-slash-reaper-europe-1.jpg?alt=media&token=98998cf3-3f62-4945-a36e-7c61eaa8156c,,,
140,128,377,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fchakram-slash-reaper-europe-2.jpg?alt=media&token=9f4f461b-c4c8-4509-a7c0-60e675b000e2,,,
158,146,331,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fphoton-gallia.jpg?alt=media&token=398e6aa1-93a1-48e1-b412-6a8205c9c044,,,
177,165,100,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fdeadly-scythe-soul-killer-greip.jpg?alt=media&token=8062675f-0164-48dd-96bd-879bce13afcd,,,
183,171,345,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Ftriple-rod-halimede.jpg?alt=media&token=2f1bc805-1cc0-4d97-948a-ead1c105344a,,,
189,175,95,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fdaggers-hati.jpg?alt=media&token=f04483ff-4fbc-42b8-9ae3-474ffc590c66,,,
207,187,329,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fdestruction-hyperion.jpg?alt=media&token=7aa0e0b5-a34c-4dab-9910-a70e255302e9,,,
